IonicLiuid,Cation,Anion,T(K),IL_SMILES,ST(exp),CSMILES,ASMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
,,,288.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,40,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,293.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,39.7,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,298.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,39.6,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,39.4,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,39.2,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,39,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,38.9,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,38.7,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,38.6,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,38.5,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.F[B-](F)(F)F,38.4,CCCCCN1C=C[N+](C)=C1,F[B-](F)(F)F,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
[C5mim][Tf2N],1-pentyl-3-dimethylimidazolium ([C5MIM]+),bis(trifluoromethylsulfonyl)imide ([TF2N]-),312.7,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,29.5,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,333.2,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,28.3,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,353.4,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,27.3,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,373.5,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,26.3,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,393.7,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.6,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,413.6,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,24.6,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,433.7,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,23.7,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,453.6,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,22.8,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,473.6,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,21.7,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,493.2,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,20.8,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
,,,512.9,CCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,20.1,CCCCCN1C=C[N+](C)=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
[C5MIM][Ala],1-pentyl-3-dimethylimidazolium ([C5MIM]+),alaninate ([Ala]-),293.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,46.4,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,298.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,46,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,45.4,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,45.2,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,44.7,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,44.4,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,44,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,43.6,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,43.3,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,43.1,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
,,,343.15,CCCCCN1C=C[N+](C)=C1.CC(N)C([O-])=O,42.9,CCCCCN1C=C[N+](C)=C1,CC(N)C([O-])=O,C12H23N3O2,12,23,3,2,0,0,0,0,0,0
[C5MIM][Glu],1-pentyl-3-dimethylimidazolium ([C5MIM]+),glutamate ([Glu]-),298.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,41,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,39.2,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,37.9,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,36.6,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,35.2,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,33.7,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,32.4,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,31,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
,,,343.15,CCCCCN1C=C[N+](C)=C1.NC(CCC(O)=O)C([O-])=O,29.6,CCCCCN1C=C[N+](C)=C1,NC(CCC(O)=O)C([O-])=O,C14H25N3O4,14,25,3,4,0,0,0,0,0,0
[C5MIM][Gly],1-pentyl-3-dimethylimidazolium ([C5MIM]+),glycinate ([Gly]-),298.15,CCCCCN1C=C[N+](C)=C1.NCC([O-])=O,42.6,CCCCCN1C=C[N+](C)=C1,NCC([O-])=O,C11H21N3O2,11,21,3,2,0,0,0,0,0,0
[C5MIM][Val],1-pentyl-3-dimethylimidazolium ([C5MIM]+),valinate ([Val]-),298.15,CCCCCN1C=C[N+](C)=C1.CC(C)C(N)C([O-])=O,36,CCCCCN1C=C[N+](C)=C1,CC(C)C(N)C([O-])=O,C14H27N3O2,14,27,3,2,0,0,0,0,0,0
[C5mim][SCN],1-pentyl-3-dimethylimidazolium ([C5MIM]+),thiocyanate ([SCN]-),293.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,44.3,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,298.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,43.2,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,42.1,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,40.9,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,39.8,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,38.7,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,37.5,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,36.2,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,35.2,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,34.2,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
,,,343.15,CCCCCN1C=C[N+](C)=C1.[S-]C#N,33.1,CCCCCN1C=C[N+](C)=C1,[S-]C#N,C10H17N3S,10,17,3,0,1,0,0,0,0,0
[C5MIM][Ace],1-pentyl-3-dimethylimidazolium ([C5MIM]+),acetate ([Ace]-),298.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,34.1,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,33.8,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,33.4,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,33.1,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,32.6,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,32.2,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,31.7,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,31.3,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.CC([O-])=O,31,CCCCCN1C=C[N+](C)=C1,CC([O-])=O,C11H20N2O2,11,20,2,2,0,0,0,0,0,0
[C5MIM][Prop],1-pentyl-3-dimethylimidazolium ([C5MIM]+),propionate ([Prop]-),298.15,CCCCCN1C=C[N+](C)=C1.CCC([O-])=O,35.7,CCCCCN1C=C[N+](C)=C1,CCC([O-])=O,C12H22N2O2,12,22,2,2,0,0,0,0,0,0
[C5MIM][NO3],1-pentyl-3-dimethylimidazolium ([C5MIM]+),nitrate ([NO3]-),297.15,CCCCCN1C=C[N+](C)=C1.[O-]N(=O)=O,42.8,CCCCCN1C=C[N+](C)=C1,[O-]N(=O)=O,C9H17N3O3,9,17,3,3,0,0,0,0,0,0
[C5mim]Br,1-pentyl-3-dimethylimidazolium ([C5MIM]+),bromide (Br-),333.26,CCCCCN1C=C[N+](C)=C1.[Br-],41.79,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
,,,338.08,CCCCCN1C=C[N+](C)=C1.[Br-],41.6,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
,,,343.09,CCCCCN1C=C[N+](C)=C1.[Br-],41.38,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
,,,348.26,CCCCCN1C=C[N+](C)=C1.[Br-],41.18,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
,,,353.13,CCCCCN1C=C[N+](C)=C1.[Br-],41,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
,,,358.24,CCCCCN1C=C[N+](C)=C1.[Br-],40.81,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
,,,363.12,CCCCCN1C=C[N+](C)=C1.[Br-],40.6,CCCCCN1C=C[N+](C)=C1,[Br-],C9H17BrN2,9,17,2,0,0,0,0,0,1,0
[C5MIM][TFA],1-pentyl-3-dimethylimidazolium ([C5MIM]+),trifluoroacetate ([TFA]-),293.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,41.3,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,298.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,41,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,40.8,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,40.6,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,40.3,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,40.1,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,39.9,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,39.6,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,39.4,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,39.2,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
,,,343.15,CCCCCN1C=C[N+](C)=C1.[O-]C(=O)C(F)(F)F,39.1,CCCCCN1C=C[N+](C)=C1,[O-]C(=O)C(F)(F)F,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0
[C5mim][SbF6],1-pentyl-3-dimethylimidazolium ([C5MIM]+),hexafluoride antimonite ([SbF6]-),293.15,CCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,41.4,CCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,C9H17F6N2Sb,9,17,2,0,0,0,6,0,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,40.68,CCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,C9H17F6N2Sb,9,17,2,0,0,0,6,0,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,39.97,CCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,C9H17F6N2Sb,9,17,2,0,0,0,6,0,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,39.25,CCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,C9H17F6N2Sb,9,17,2,0,0,0,6,0,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,38.53,CCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,C9H17F6N2Sb,9,17,2,0,0,0,6,0,0,0
,,,343.15,CCCCCN1C=C[N+](C)=C1.F[Sb-](F)(F)(F)(F)F,37.82,CCCCCN1C=C[N+](C)=C1,F[Sb-](F)(F)(F)(F)F,C9H17F6N2Sb,9,17,2,0,0,0,6,0,0,0
[C5MIM][AlCl4],1-pentyl-3-dimethylimidazolium ([C5MIM]+),alluminium chloride ([AlCl4]-),273.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,44,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,278.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,43.7,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,283.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,43.4,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,288.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,43.1,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,293.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,42.9,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,298.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,42.6,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,42.4,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,42.1,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,41.9,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,318.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,41.5,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,323.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,41.2,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,328.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,40.8,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,333.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,40.6,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,338.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,40.3,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
,,,343.15,CCCCCN1C=C[N+](C)=C1.Cl[Al-](Cl)(Cl)Cl,40,CCCCCN1C=C[N+](C)=C1,Cl[Al-](Cl)(Cl)Cl,C9H17AlCl4N2,9,17,2,0,0,0,0,4,0,0
[C5MIM][GaCl4],1-pentyl-3-dimethylimidazolium ([C5MIM]+),[GaCl4]-,273.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,44.4,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,278.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,44.2,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,283.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,43.9,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,288.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,43.5,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,293.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,43.3,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,298.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,43.1,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,303.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,42.8,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,308.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,42.6,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
,,,313.15,CCCCCN1C=C[N+](C)=C1.Cl[Ga-](Cl)(Cl)Cl,42.3,CCCCCN1C=C[N+](C)=C1,Cl[Ga-](Cl)(Cl)Cl,C9H17Cl4GaN2,9,17,2,0,0,0,0,4,0,0
